problem,problem_type
Bạn sở hữu 76 cái xe đỏ. Con sở hữu 93 cái xe đỏ. Bạn mượn 66 cái xe đỏ từ Con. Hỏi mỗi người có bao nhiêu cái xe đỏ?,change_in
Xuân giữ 88 cái quần trắng. Trung giữ 16 cái quần trắng. Hỏi Xuân và Trung có tất cả bao nhiêu cái quần trắng?,combine
Hà giữ 92 cái vòng. Hà nhận thêm 48 cái vòng nữa. Hỏi Hà có bao nhiêu cái vòng?,increase
Tôi cầm 100 cái bánh. Tuấn cầm 49 cái bánh. Tôi đưa 6 cái bánh cho Tuấn. Hỏi mỗi người có bao nhiêu cái bánh?,change_out
Thầy nắm 17 quả táo. Nga nắm 72 quả táo. Thầy bán 7 quả táo cho Nga. Hỏi mỗi người có bao nhiêu quả táo?,change_out
Tuấn nắm 37 hộp kẹo. Hiếu nắm 62 hộp kẹo. Tuấn phân phát 13 hộp kẹo cho Hiếu. Hỏi mỗi người có bao nhiêu hộp kẹo?,change_out
Tuấn giữ 40 cây viết. Tuấn nhận thêm 75 cây viết nữa. Hỏi Tuấn có bao nhiêu cây viết?,increase
Mẹ cầm 57 cái xe đỏ. Chị cầm 18 cái xe đỏ. Mẹ nhặt 57 cái xe đỏ từ Chị. Hỏi mỗi người có bao nhiêu cái xe đỏ?,change_in
Nga cầm 17 hộp bút vàng. Xuân cầm 3 hộp bút vàng. Hỏi Nga và Xuân có tất cả bao nhiêu hộp bút vàng?,combine
Bố nắm 63 quyển sách. Bố tìm thấy 36 quyển sách nữa. Hỏi Bố có bao nhiêu quyển sách?,increase
Chị có 91 cái bàn phím. Chị bỏ đi 76 cái bàn phím. Hỏi Chị còn bao nhiêu cái bàn phím?,decrease
Con cầm 15 cái gối ôm. Con mang thêm 81 cái gối ôm nữa. Hỏi Con có bao nhiêu cái gối ôm?,increase
Trung nắm 28 trái bóng. Nga nắm 98 trái bóng. Trung bán 14 trái bóng cho Nga. Hỏi mỗi người có bao nhiêu trái bóng?,change_out
Mẹ có 59 quả táo. Lan có 93 quả táo. Hỏi Mẹ và Lan có tất cả bao nhiêu quả táo?,combine
Con sở hữu 74 trái bóng. Con đặt xuống 19 trái bóng. Hỏi Con còn bao nhiêu trái bóng?,decrease
Mẹ sở hữu 58 quả mận. Vũ sở hữu 40 quả mận. Mẹ mượn 54 quả mận từ Vũ. Hỏi mỗi người có bao nhiêu quả mận?,change_in
Quân cầm 53 viên bi. Mẹ cầm 39 viên bi. Quân mua 57 viên bi từ Mẹ. Hỏi mỗi người có bao nhiêu viên bi?,change_in
Anh giữ 62 quả chuối. Chị giữ 46 quả chuối. Anh cầm 10 quả chuối từ Chị. Hỏi mỗi người có bao nhiêu quả chuối?,change_in
Bạn cầm 6 quả chuối. Quân cầm 76 quả chuối. Hỏi Bạn và Quân có cùng nhau bao nhiêu quả chuối?,combine
Long cầm 50 cây viết. Long bỏ đi 41 cây viết. Hỏi Long còn bao nhiêu cây viết?,decrease
Quân cầm 44 quả táo. Quân tìm được 32 quả táo nữa. Hỏi Quân có bao nhiêu quả táo?,increase
Trung giữ 72 cuốn sách hay. Hà giữ 71 cuốn sách hay. Trung phân phát 6 cuốn sách hay cho Hà. Hỏi mỗi người có bao nhiêu cuốn sách hay?,change_out
Xuân sở hữu 85 cây thước. Vũ sở hữu 29 cây thước. Hỏi Xuân và Vũ có cùng nhau bao nhiêu cây thước?,combine
Phụng nắm 23 viên bi. Xuân nắm 67 viên bi. Phụng mượn 49 viên bi từ Xuân. Hỏi mỗi người có bao nhiêu viên bi?,change_in
Thầy sở hữu 86 cái vòng. Thầy tìm thấy 7 cái vòng nữa. Hỏi Thầy có bao nhiêu cái vòng?,increase
An cầm 89 quyển truyện. Bạn cầm 5 quyển truyện. An nhặt 79 quyển truyện từ Bạn. Hỏi mỗi người có bao nhiêu quyển truyện?,change_in
Vy giữ 26 quả lê. Vy bị mất 17 quả lê. Hỏi Vy còn bao nhiêu quả lê?,decrease
Hiếu có 94 cuốn sách hay. Vũ có 69 cuốn sách hay. Hỏi Hiếu và Vũ có tổng cộng bao nhiêu cuốn sách hay?,combine
Mẹ cầm 41 cây viết. Mẹ bỏ ra 35 cây viết. Hỏi Mẹ còn bao nhiêu cây viết?,decrease
Mẹ cầm 71 cái bánh. Tuấn cầm 99 cái bánh. Mẹ mượn 18 cái bánh từ Tuấn. Hỏi mỗi người có bao nhiêu cái bánh?,change_in
Lan có 87 hộp bút vàng. Lan sử dụng 66 hộp bút vàng. Hỏi Lan còn bao nhiêu hộp bút vàng?,decrease
Chị có 55 cây gậy. Tuấn có 40 cây gậy. Hỏi Chị và Tuấn có cùng nhau bao nhiêu cây gậy?,combine
Anh sở hữu 15 cái gối ôm. Nga sở hữu 70 cái gối ôm. Anh cầm 65 cái gối ôm từ Nga. Hỏi mỗi người có bao nhiêu cái gối ôm?,change_in
Anh cầm 39 cái gối ôm. Anh gửi đi 24 cái gối ôm. Hỏi Anh còn bao nhiêu cái gối ôm?,decrease
Con sở hữu 53 quả chuối. Vy sở hữu 82 quả chuối. Con cầm 53 quả chuối từ Vy. Hỏi mỗi người có bao nhiêu quả chuối?,change_in
Con giữ 61 cái quần trắng. Con tìm được 100 cái quần trắng nữa. Hỏi Con có bao nhiêu cái quần trắng?,increase
Thầy có 57 cái gối ôm. Bạn có 52 cái gối ôm. Thầy gửi 31 cái gối ôm cho Bạn. Hỏi mỗi người có bao nhiêu cái gối ôm?,change_out
Anh cầm 83 cây gậy. Anh tìm được 60 cây gậy nữa. Hỏi Anh có bao nhiêu cây gậy?,increase
Nga cầm 6 cây viết. Quân cầm 82 cây viết. Nga giữ 79 cây viết từ Quân. Hỏi mỗi người có bao nhiêu cây viết?,change_in
Thầy cầm 71 trái bóng. Thầy mua thêm 8 trái bóng nữa. Hỏi Thầy có bao nhiêu trái bóng?,increase
Tuấn giữ 75 quả táo. Tuấn ném đi 66 quả táo. Hỏi Tuấn còn bao nhiêu quả táo?,decrease
Bạn sở hữu 22 cây thước. Bạn có thêm 13 cây thước nữa. Hỏi Bạn có bao nhiêu cây thước?,increase
Tôi có 81 cuốn sách hay. Tôi nhận thêm 93 cuốn sách hay nữa. Hỏi Tôi có bao nhiêu cuốn sách hay?,increase
Lan cầm 10 hộp kẹo. Lan tìm thấy 89 hộp kẹo nữa. Hỏi Lan có bao nhiêu hộp kẹo?,increase
Tuấn sở hữu 79 cái bàn phím. Trung sở hữu 56 cái bàn phím. Tuấn mua 82 cái bàn phím từ Trung. Hỏi mỗi người có bao nhiêu cái bàn phím?,change_in
Mẹ cầm 86 chiếc khăn phiêu. Phụng cầm 48 chiếc khăn phiêu. Mẹ đưa 8 chiếc khăn phiêu cho Phụng. Hỏi mỗi người có bao nhiêu chiếc khăn phiêu?,change_out
Quân cầm 65 quả mận. Quân đặt xuống 3 quả mận. Hỏi Quân còn bao nhiêu quả mận?,decrease
Xuân sở hữu 33 quả táo. Hiếu sở hữu 84 quả táo. Xuân lấy 10 quả táo từ Hiếu. Hỏi mỗi người có bao nhiêu quả táo?,change_in
Bạn cầm 93 quả cam. Bạn tìm được 70 quả cam nữa. Hỏi Bạn có bao nhiêu quả cam?,increase
Tuấn cầm 24 cây gậy. Chị cầm 92 cây gậy. Tuấn mượn 7 cây gậy từ Chị. Hỏi mỗi người có bao nhiêu cây gậy?,change_in
Chị cầm 86 quả lê. Long cầm 96 quả lê. Chị giữ 12 quả lê từ Long. Hỏi mỗi người có bao nhiêu quả lê?,change_in
Nga cầm 24 quả chuối. Nga bỏ ra 17 quả chuối. Hỏi Nga còn bao nhiêu quả chuối?,decrease
Bố cầm 71 cây thước. Nga cầm 59 cây thước. Bố hiến 42 cây thước cho Nga. Hỏi mỗi người có bao nhiêu cây thước?,change_out
Vy giữ 43 cái bàn phím. Vy ăn mất 13 cái bàn phím. Hỏi Vy còn bao nhiêu cái bàn phím?,decrease
Vũ sở hữu 88 cuốn sách hay. Hà sở hữu 86 cuốn sách hay. Vũ bán 18 cuốn sách hay cho Hà. Hỏi mỗi người có bao nhiêu cuốn sách hay?,change_out
Mẹ sở hữu 70 quyển truyện. Tuấn sở hữu 6 quyển truyện. Mẹ đưa 3 quyển truyện cho Tuấn. Hỏi mỗi người có bao nhiêu quyển truyện?,change_out
An nắm 95 hộp kẹo. Lan nắm 55 hộp kẹo. Hỏi An và Lan có cùng nhau bao nhiêu hộp kẹo?,combine
Tuấn nắm 46 cái khẩu trang. Tuấn bỏ ra 18 cái khẩu trang. Hỏi Tuấn còn bao nhiêu cái khẩu trang?,decrease
Tuấn nắm 51 quả táo. Quân nắm 10 quả táo. Tuấn giữ 4 quả táo từ Quân. Hỏi mỗi người có bao nhiêu quả táo?,change_in
Trung sở hữu 1 dây tai nghe. Hiếu sở hữu 44 dây tai nghe. Hỏi Trung và Hiếu có tổng cộng bao nhiêu dây tai nghe?,combine
Chị cầm 47 cái kẹo. Chị bán đi 9 cái kẹo. Hỏi Chị còn bao nhiêu cái kẹo?,decrease
Anh nắm 35 quyển truyện. Tuấn nắm 81 quyển truyện. Hỏi Anh và Tuấn có tổng cộng bao nhiêu quyển truyện?,combine
Anh nắm 83 cái gối ôm. Bạn nắm 77 cái gối ôm. Hỏi Anh và Bạn có cùng nhau bao nhiêu cái gối ôm?,combine
Chị giữ 34 quả mận. Thầy giữ 65 quả mận. Hỏi Chị và Thầy có tổng cộng bao nhiêu quả mận?,combine
Trung giữ 22 trái bóng. Phụng giữ 17 trái bóng. Trung nhận 62 trái bóng từ Phụng. Hỏi mỗi người có bao nhiêu trái bóng?,change_in
Hà cầm 8 cuốn sách hay. Thầy cầm 36 cuốn sách hay. Hỏi Hà và Thầy có tất cả bao nhiêu cuốn sách hay?,combine
Bố nắm 56 cái kẹo. Tôi nắm 63 cái kẹo. Bố hiến 38 cái kẹo cho Tôi. Hỏi mỗi người có bao nhiêu cái kẹo?,change_out
Xuân có 4 quả táo. Lan có 90 quả táo. Xuân bán 1 quả táo cho Lan. Hỏi mỗi người có bao nhiêu quả táo?,change_out
Quân nắm 75 hộp kẹo. Tuấn nắm 72 hộp kẹo. Quân gửi 30 hộp kẹo cho Tuấn. Hỏi mỗi người có bao nhiêu hộp kẹo?,change_out
Anh có 58 quả bóng xanh. Anh mang thêm 68 quả bóng xanh nữa. Hỏi Anh có bao nhiêu quả bóng xanh?,increase
Mẹ giữ 44 cái kẹo. Mẹ ném đi 37 cái kẹo. Hỏi Mẹ còn bao nhiêu cái kẹo?,decrease
An sở hữu 54 cái gối ôm. An mang thêm 67 cái gối ôm nữa. Hỏi An có bao nhiêu cái gối ôm?,increase
Con có 23 cái xe đỏ. Con nhận thêm 70 cái xe đỏ nữa. Hỏi Con có bao nhiêu cái xe đỏ?,increase
Hà có 66 cái xe đỏ. Anh có 98 cái xe đỏ. Hỏi Hà và Anh có tổng cộng bao nhiêu cái xe đỏ?,combine
Long có 68 quyển truyện. Long tìm được 97 quyển truyện nữa. Hỏi Long có bao nhiêu quyển truyện?,increase
Bố sở hữu 13 quyển sách. Nga sở hữu 35 quyển sách. Bố hiến 8 quyển sách cho Nga. Hỏi mỗi người có bao nhiêu quyển sách?,change_out
Thầy nắm 22 chiếc khăn phiêu. Thầy tìm thấy 93 chiếc khăn phiêu nữa. Hỏi Thầy có bao nhiêu chiếc khăn phiêu?,increase
Lan cầm 42 cây viết. Tuấn cầm 73 cây viết. Lan tặng 5 cây viết cho Tuấn. Hỏi mỗi người có bao nhiêu cây viết?,change_out
Mẹ giữ 28 cái bánh. Anh giữ 87 cái bánh. Mẹ tặng 9 cái bánh cho Anh. Hỏi mỗi người có bao nhiêu cái bánh?,change_out
Bố sở hữu 96 cái khẩu trang. Bố tìm thấy 32 cái khẩu trang nữa. Hỏi Bố có bao nhiêu cái khẩu trang?,increase
Quân có 18 quả lê. Xuân có 29 quả lê. Quân phân phát 4 quả lê cho Xuân. Hỏi mỗi người có bao nhiêu quả lê?,change_out
Mẹ nắm 68 cái vòng. Vy nắm 92 cái vòng. Mẹ đưa 68 cái vòng cho Vy. Hỏi mỗi người có bao nhiêu cái vòng?,change_out
An cầm 15 cái xe đỏ. An mua thêm 11 cái xe đỏ nữa. Hỏi An có bao nhiêu cái xe đỏ?,increase
Mẹ sở hữu 89 hộp kẹo. Hiếu sở hữu 95 hộp kẹo. Mẹ bán 11 hộp kẹo cho Hiếu. Hỏi mỗi người có bao nhiêu hộp kẹo?,change_out
Bố nắm 29 cái vòng. Thầy nắm 92 cái vòng. Hỏi Bố và Thầy có tất cả bao nhiêu cái vòng?,combine
Hà cầm 47 cây viết. Hà nhận thêm 3 cây viết nữa. Hỏi Hà có bao nhiêu cây viết?,increase
Bố cầm 69 cái bàn phím. Hiếu cầm 13 cái bàn phím. Bố nhận 37 cái bàn phím từ Hiếu. Hỏi mỗi người có bao nhiêu cái bàn phím?,change_in
Tuấn cầm 49 cái khẩu trang. Tuấn bỏ đi 40 cái khẩu trang. Hỏi Tuấn còn bao nhiêu cái khẩu trang?,decrease
Mẹ cầm 11 viên bi. Mẹ gửi đi 6 viên bi. Hỏi Mẹ còn bao nhiêu viên bi?,decrease
Quân nắm 57 dây tai nghe. Anh nắm 72 dây tai nghe. Hỏi Quân và Anh có tổng cộng bao nhiêu dây tai nghe?,combine
Bố sở hữu 98 quả táo. Chị sở hữu 88 quả táo. Hỏi Bố và Chị có tất cả bao nhiêu quả táo?,combine
Hà sở hữu 43 quyển truyện. Hà tìm thấy 32 quyển truyện nữa. Hỏi Hà có bao nhiêu quyển truyện?,increase
Mẹ giữ 14 cái xe đỏ. Mẹ đặt xuống 6 cái xe đỏ. Hỏi Mẹ còn bao nhiêu cái xe đỏ?,decrease
Thầy giữ 65 quả bóng xanh. Thầy mang thêm 22 quả bóng xanh nữa. Hỏi Thầy có bao nhiêu quả bóng xanh?,increase
Bạn nắm 31 quyển truyện. Bạn bị mất 3 quyển truyện. Hỏi Bạn còn bao nhiêu quyển truyện?,decrease
Nga nắm 50 quả táo. Vy nắm 97 quả táo. Nga giữ 35 quả táo từ Vy. Hỏi mỗi người có bao nhiêu quả táo?,change_in
Thầy cầm 65 cái kẹo. Anh cầm 97 cái kẹo. Hỏi Thầy và Anh có tổng cộng bao nhiêu cái kẹo?,combine
Tuấn giữ 31 cái vòng. Hiếu giữ 25 cái vòng. Tuấn bán 11 cái vòng cho Hiếu. Hỏi mỗi người có bao nhiêu cái vòng?,change_out
Phụng giữ 21 cây gậy. Phụng có thêm 21 cây gậy nữa. Hỏi Phụng có bao nhiêu cây gậy?,increase
Trung sở hữu 31 cây thước. Tuấn sở hữu 44 cây thước. Trung phân phát 24 cây thước cho Tuấn. Hỏi mỗi người có bao nhiêu cây thước?,change_out
Trung cầm 99 cái vòng. Lan cầm 83 cái vòng. Trung mua 62 cái vòng từ Lan. Hỏi mỗi người có bao nhiêu cái vòng?,change_in
Mẹ có 48 cái lắc tay. Hiếu có 26 cái lắc tay. Hỏi Mẹ và Hiếu có cùng nhau bao nhiêu cái lắc tay?,combine
Hiếu sở hữu 89 quả bóng xanh. Bạn sở hữu 11 quả bóng xanh. Hiếu gửi 6 quả bóng xanh cho Bạn. Hỏi mỗi người có bao nhiêu quả bóng xanh?,change_out
Hiếu cầm 27 cây gậy. Tôi cầm 70 cây gậy. Hiếu lấy 72 cây gậy từ Tôi. Hỏi mỗi người có bao nhiêu cây gậy?,change_in
Tôi nắm 60 cái gối ôm. Quân nắm 26 cái gối ôm. Hỏi Tôi và Quân có tất cả bao nhiêu cái gối ôm?,combine
Tuấn cầm 43 quả bóng xanh. Chị cầm 90 quả bóng xanh. Tuấn nhận 69 quả bóng xanh từ Chị. Hỏi mỗi người có bao nhiêu quả bóng xanh?,change_in
Thầy nắm 60 hộp bút vàng. Bạn nắm 47 hộp bút vàng. Hỏi Thầy và Bạn có tất cả bao nhiêu hộp bút vàng?,combine
Thầy có 6 cái lắc tay. Vy có 70 cái lắc tay. Thầy giữ 71 cái lắc tay từ Vy. Hỏi mỗi người có bao nhiêu cái lắc tay?,change_in
Quân sở hữu 67 cái bánh. Quân gửi đi 35 cái bánh. Hỏi Quân còn bao nhiêu cái bánh?,decrease
Bố cầm 29 quả chuối. Chị cầm 62 quả chuối. Bố nhận 18 quả chuối từ Chị. Hỏi mỗi người có bao nhiêu quả chuối?,change_in
Long nắm 34 quả bóng xanh. Long bỏ ra 33 quả bóng xanh. Hỏi Long còn bao nhiêu quả bóng xanh?,decrease
Anh giữ 78 quyển sách. Anh tìm thấy 65 quyển sách nữa. Hỏi Anh có bao nhiêu quyển sách?,increase
An cầm 56 quả táo. Long cầm 100 quả táo. Hỏi An và Long có tất cả bao nhiêu quả táo?,combine
Bạn nắm 88 cuốn sách hay. Bạn nhặt được 31 cuốn sách hay nữa. Hỏi Bạn có bao nhiêu cuốn sách hay?,increase
Xuân có 23 cái vòng. Xuân mang thêm 70 cái vòng nữa. Hỏi Xuân có bao nhiêu cái vòng?,increase
Bố có 1 quyển truyện. Nga có 92 quyển truyện. Bố ném 1 quyển truyện cho Nga. Hỏi mỗi người có bao nhiêu quyển truyện?,change_out
Bạn cầm 21 cái lắc tay. Bạn có thêm 39 cái lắc tay nữa. Hỏi Bạn có bao nhiêu cái lắc tay?,increase
Bố cầm 59 cái kẹo. Nga cầm 38 cái kẹo. Hỏi Bố và Nga có tất cả bao nhiêu cái kẹo?,combine
Vy cầm 93 quả bóng xanh. Nga cầm 83 quả bóng xanh. Hỏi Vy và Nga có tất cả bao nhiêu quả bóng xanh?,combine
Chị giữ 58 trái bóng. Chị gửi đi 39 trái bóng. Hỏi Chị còn bao nhiêu trái bóng?,decrease
Hà cầm 34 quyển truyện. Lan cầm 15 quyển truyện. Hà mua 63 quyển truyện từ Lan. Hỏi mỗi người có bao nhiêu quyển truyện?,change_in
Bạn nắm 57 cái quần trắng. Mẹ nắm 59 cái quần trắng. Hỏi Bạn và Mẹ có tổng cộng bao nhiêu cái quần trắng?,combine
Tôi giữ 39 hộp bút vàng. Tôi sử dụng 35 hộp bút vàng. Hỏi Tôi còn bao nhiêu hộp bút vàng?,decrease
Chị cầm 27 quả lê. Thầy cầm 41 quả lê. Chị mua 25 quả lê từ Thầy. Hỏi mỗi người có bao nhiêu quả lê?,change_in
Hiếu nắm 1 quả táo. Thầy nắm 52 quả táo. Hiếu lấy 6 quả táo từ Thầy. Hỏi mỗi người có bao nhiêu quả táo?,change_in
Vũ cầm 19 cái bánh. Xuân cầm 69 cái bánh. Vũ mua 81 cái bánh từ Xuân. Hỏi mỗi người có bao nhiêu cái bánh?,change_in
Lan có 85 quả lê. Con có 90 quả lê. Hỏi Lan và Con có cùng nhau bao nhiêu quả lê?,combine
Long nắm 72 quả chuối. Chị nắm 65 quả chuối. Long gửi 12 quả chuối cho Chị. Hỏi mỗi người có bao nhiêu quả chuối?,change_out
Long có 78 quyển sách. Vy có 72 quyển sách. Long cầm 56 quyển sách từ Vy. Hỏi mỗi người có bao nhiêu quyển sách?,change_in
Long cầm 62 viên bi. Bạn cầm 95 viên bi. Long nhận 69 viên bi từ Bạn. Hỏi mỗi người có bao nhiêu viên bi?,change_in
Lan giữ 80 cái vòng. Lan sử dụng 56 cái vòng. Hỏi Lan còn bao nhiêu cái vòng?,decrease
Con sở hữu 24 quả táo. Con gửi đi 3 quả táo. Hỏi Con còn bao nhiêu quả táo?,decrease
Chị sở hữu 17 quả cam. Chị sử dụng 1 quả cam. Hỏi Chị còn bao nhiêu quả cam?,decrease
Bạn giữ 79 viên bi. Bạn mang thêm 19 viên bi nữa. Hỏi Bạn có bao nhiêu viên bi?,increase
Tôi có 98 quyển truyện. Lan có 32 quyển truyện. Hỏi Tôi và Lan có tất cả bao nhiêu quyển truyện?,combine
Quân sở hữu 23 cái xe đỏ. Chị sở hữu 80 cái xe đỏ. Hỏi Quân và Chị có tổng cộng bao nhiêu cái xe đỏ?,combine
Xuân sở hữu 41 cái khẩu trang. Thầy sở hữu 33 cái khẩu trang. Xuân mượn 54 cái khẩu trang từ Thầy. Hỏi mỗi người có bao nhiêu cái khẩu trang?,change_in
Hiếu sở hữu 31 cuốn sách hay. Hiếu nhận thêm 66 cuốn sách hay nữa. Hỏi Hiếu có bao nhiêu cuốn sách hay?,increase
Long giữ 67 viên bi. Tôi giữ 20 viên bi. Long ném 5 viên bi cho Tôi. Hỏi mỗi người có bao nhiêu viên bi?,change_out
Trung sở hữu 81 viên bi. Trung mang thêm 47 viên bi nữa. Hỏi Trung có bao nhiêu viên bi?,increase
Thầy có 13 hộp kẹo. Con có 47 hộp kẹo. Thầy lấy 90 hộp kẹo từ Con. Hỏi mỗi người có bao nhiêu hộp kẹo?,change_in
Nga sở hữu 42 quả táo. Nga tìm được 67 quả táo nữa. Hỏi Nga có bao nhiêu quả táo?,increase
Long cầm 29 hộp bút vàng. Long nhặt được 14 hộp bút vàng nữa. Hỏi Long có bao nhiêu hộp bút vàng?,increase
Xuân giữ 64 quả mận. Trung giữ 2 quả mận. Xuân phân phát 1 quả mận cho Trung. Hỏi mỗi người có bao nhiêu quả mận?,change_out
Phụng cầm 93 quyển sách. Phụng gửi đi 41 quyển sách. Hỏi Phụng còn bao nhiêu quyển sách?,decrease
Lan sở hữu 4 dây tai nghe. Lan tìm thấy 89 dây tai nghe nữa. Hỏi Lan có bao nhiêu dây tai nghe?,increase
Quân sở hữu 21 cái gối ôm. Quân mua thêm 47 cái gối ôm nữa. Hỏi Quân có bao nhiêu cái gối ôm?,increase
Vũ nắm 14 cái lắc tay. Vũ có thêm 14 cái lắc tay nữa. Hỏi Vũ có bao nhiêu cái lắc tay?,increase
Quân cầm 39 cái gối ôm. Lan cầm 65 cái gối ôm. Hỏi Quân và Lan có tổng cộng bao nhiêu cái gối ôm?,combine
Tuấn nắm 86 cái bánh. Tuấn bán đi 43 cái bánh. Hỏi Tuấn còn bao nhiêu cái bánh?,decrease
Trung nắm 28 quả táo. Trung nhặt được 18 quả táo nữa. Hỏi Trung có bao nhiêu quả táo?,increase
Hiếu có 48 cái bánh. Xuân có 37 cái bánh. Hiếu nhận 81 cái bánh từ Xuân. Hỏi mỗi người có bao nhiêu cái bánh?,change_in
Hiếu cầm 25 cái kẹo. Bố cầm 57 cái kẹo. Hiếu bán 5 cái kẹo cho Bố. Hỏi mỗi người có bao nhiêu cái kẹo?,change_out
Thầy sở hữu 10 hộp kẹo. Thầy tìm được 59 hộp kẹo nữa. Hỏi Thầy có bao nhiêu hộp kẹo?,increase
Mẹ có 14 cái quần trắng. Mẹ nhận thêm 36 cái quần trắng nữa. Hỏi Mẹ có bao nhiêu cái quần trắng?,increase
Hà nắm 4 cái lắc tay. Hiếu nắm 16 cái lắc tay. Hỏi Hà và Hiếu có tất cả bao nhiêu cái lắc tay?,combine
Thầy cầm 30 cây thước. Phụng cầm 95 cây thước. Thầy phân phát 17 cây thước cho Phụng. Hỏi mỗi người có bao nhiêu cây thước?,change_out
Vũ giữ 91 cái gối ôm. Vũ mua thêm 44 cái gối ôm nữa. Hỏi Vũ có bao nhiêu cái gối ôm?,increase
Tuấn cầm 16 hộp kẹo. Xuân cầm 7 hộp kẹo. Tuấn mua 49 hộp kẹo từ Xuân. Hỏi mỗi người có bao nhiêu hộp kẹo?,change_in
Long nắm 84 cái bánh. Xuân nắm 71 cái bánh. Long nhận 97 cái bánh từ Xuân. Hỏi mỗi người có bao nhiêu cái bánh?,change_in
Thầy giữ 43 quả lê. Lan giữ 71 quả lê. Hỏi Thầy và Lan có tổng cộng bao nhiêu quả lê?,combine
Hà giữ 45 cái xe đỏ. Bố giữ 19 cái xe đỏ. Hà giữ 95 cái xe đỏ từ Bố. Hỏi mỗi người có bao nhiêu cái xe đỏ?,change_in
Nga cầm 66 viên bi. Nga bỏ đi 54 viên bi. Hỏi Nga còn bao nhiêu viên bi?,decrease
Hà nắm 48 cái bánh. Anh nắm 83 cái bánh. Hỏi Hà và Anh có cùng nhau bao nhiêu cái bánh?,combine
Tôi sở hữu 87 hộp kẹo. Tôi gửi đi 66 hộp kẹo. Hỏi Tôi còn bao nhiêu hộp kẹo?,decrease
Bố sở hữu 28 cái xe đỏ. Quân sở hữu 97 cái xe đỏ. Bố nhặt 24 cái xe đỏ từ Quân. Hỏi mỗi người có bao nhiêu cái xe đỏ?,change_in
Thầy giữ 6 viên bi. Chị giữ 82 viên bi. Thầy nhận 23 viên bi từ Chị. Hỏi mỗi người có bao nhiêu viên bi?,change_in
Nga nắm 90 cây thước. Long nắm 55 cây thước. Nga mua 83 cây thước từ Long. Hỏi mỗi người có bao nhiêu cây thước?,change_in
Tuấn giữ 27 cây gậy. Anh giữ 66 cây gậy. Hỏi Tuấn và Anh có tổng cộng bao nhiêu cây gậy?,combine
Con nắm 65 quả chuối. Con bán đi 18 quả chuối. Hỏi Con còn bao nhiêu quả chuối?,decrease
Tuấn nắm 30 viên bi. Xuân nắm 81 viên bi. Tuấn tặng 16 viên bi cho Xuân. Hỏi mỗi người có bao nhiêu viên bi?,change_out
Con nắm 10 quả cam. Thầy nắm 84 quả cam. Hỏi Con và Thầy có tất cả bao nhiêu quả cam?,combine
Trung cầm 25 hộp bút vàng. Trung mang thêm 98 hộp bút vàng nữa. Hỏi Trung có bao nhiêu hộp bút vàng?,increase
An giữ 36 quả bóng xanh. An ném đi 14 quả bóng xanh. Hỏi An còn bao nhiêu quả bóng xanh?,decrease
Xuân cầm 74 chiếc khăn phiêu. Xuân mua thêm 75 chiếc khăn phiêu nữa. Hỏi Xuân có bao nhiêu chiếc khăn phiêu?,increase
Con nắm 89 cái vòng. Vy nắm 66 cái vòng. Con nhận 85 cái vòng từ Vy. Hỏi mỗi người có bao nhiêu cái vòng?,change_in
Tuấn cầm 43 cái gối ôm. Vũ cầm 95 cái gối ôm. Tuấn hiến 29 cái gối ôm cho Vũ. Hỏi mỗi người có bao nhiêu cái gối ôm?,change_out
Xuân có 71 cái vòng. Mẹ có 24 cái vòng. Xuân nhận 42 cái vòng từ Mẹ. Hỏi mỗi người có bao nhiêu cái vòng?,change_in
Bố giữ 64 chiếc khăn phiêu. Phụng giữ 29 chiếc khăn phiêu. Hỏi Bố và Phụng có tất cả bao nhiêu chiếc khăn phiêu?,combine
Thầy cầm 17 quyển truyện. Quân cầm 17 quyển truyện. Hỏi Thầy và Quân có tổng cộng bao nhiêu quyển truyện?,combine
Quân có 5 cái kẹo. Quân ăn mất 4 cái kẹo. Hỏi Quân còn bao nhiêu cái kẹo?,decrease
Thầy cầm 59 dây tai nghe. Con cầm 100 dây tai nghe. Thầy nhặt 88 dây tai nghe từ Con. Hỏi mỗi người có bao nhiêu dây tai nghe?,change_in
Chị cầm 7 cái quần trắng. Chị bán đi 5 cái quần trắng. Hỏi Chị còn bao nhiêu cái quần trắng?,decrease
Bạn có 5 chiếc khăn phiêu. Trung có 87 chiếc khăn phiêu. Hỏi Bạn và Trung có tất cả bao nhiêu chiếc khăn phiêu?,combine
Quân nắm 31 cuốn sách hay. Quân nhặt được 25 cuốn sách hay nữa. Hỏi Quân có bao nhiêu cuốn sách hay?,increase
Hiếu nắm 8 cái kẹo. Hiếu mang thêm 74 cái kẹo nữa. Hỏi Hiếu có bao nhiêu cái kẹo?,increase
Nga giữ 43 cái bánh. Nga ăn mất 13 cái bánh. Hỏi Nga còn bao nhiêu cái bánh?,decrease
Hiếu cầm 70 cuốn sách hay. Hiếu tìm thấy 8 cuốn sách hay nữa. Hỏi Hiếu có bao nhiêu cuốn sách hay?,increase
Hà cầm 74 cái vòng. Hà tìm thấy 72 cái vòng nữa. Hỏi Hà có bao nhiêu cái vòng?,increase
Nga sở hữu 47 cây thước. Mẹ sở hữu 46 cây thước. Nga nhặt 51 cây thước từ Mẹ. Hỏi mỗi người có bao nhiêu cây thước?,change_in
